country,date,account_cnt,total_country_account_cnt,rank_total_country_account_cnt,send_interval,is_verified,is_unsubscribed,sent_msg,total_country_sent_cnt,rank_total_country_sent_cnt,open_msg,click_msg
Singapore,2021-01-03,0,375,10,2,1,0,4,8899,10,0,0
Canada,2020-11-18,0,2067,3,1,0,1,3,37914,3,1,0
India,2021-02-06,0,2687,2,7,1,0,3,51189,2,0,0
Canada,2020-11-20,4,2067,3,1,0,0,1,37914,3,0,0
India,2020-12-07,0,2687,2,3,1,0,2,51189,2,2,1
India,2020-12-20,0,2687,2,7,1,1,3,51189,2,0,0
Taiwan,2020-12-18,0,500,7,1,1,1,8,9189,9,4,0
India,2020-12-30,6,2687,2,1,0,0,6,51189,2,0,0
United States,2020-12-06,0,12384,1,7,1,0,14,233503,1,6,3
India,2021-02-10,0,2687,2,7,1,0,4,51189,2,0,0
United States,2021-01-15,40,12384,1,1,0,0,30,233503,1,5,0
Canada,2020-12-29,0,2067,3,1,0,1,1,37914,3,0,0
Germany,2020-12-12,3,490,8,1,1,0,131,9483,8,43,1
Spain,2020-11-15,2,536,6,1,0,0,0,9491,7,0,0
India,2021-02-05,0,2687,2,3,1,0,2,51189,2,0,0
United States,2021-01-01,10,12384,1,1,1,1,133,233503,1,86,5
China,2020-12-08,0,490,8,7,1,1,6,10181,5,6,0
India,2021-02-13,0,2687,2,1,1,1,30,51189,2,18,0
Singapore,2020-11-18,2,375,10,1,1,0,44,8899,10,18,1
United Kingdom,2021-01-11,0,859,4,7,1,0,4,15748,4,0,0
Spain,2020-12-15,0,536,6,1,0,0,4,9491,7,0,0
Taiwan,2020-12-30,0,500,7,1,0,0,1,9189,9,0,0
United Kingdom,2021-01-10,4,859,4,1,1,0,140,15748,4,40,7
United States,2020-12-01,56,12384,1,1,0,0,30,233503,1,11,0
Canada,2020-12-28,0,2067,3,7,1,0,5,37914,3,0,0
United States,2020-12-21,1,12384,1,7,1,0,26,233503,1,16,4
Germany,2020-11-13,2,490,8,1,0,0,1,9483,8,0,0
United States,2021-02-13,0,12384,1,1,1,0,1012,233503,1,380,43
Italy,2021-01-15,1,386,9,1,0,0,1,7897,11,1,0
United Kingdom,2021-01-27,4,859,4,1,1,0,178,15748,4,69,7
China,2020-11-15,0,490,8,1,1,1,4,10181,5,4,0
Canada,2021-01-10,0,2067,3,7,1,0,1,37914,3,0,0
India,2021-02-04,0,2687,2,1,1,1,50,51189,2,18,1
United States,2021-01-17,1,12384,1,7,1,1,3,233503,1,3,0
United States,2020-12-18,115,12384,1,1,1,0,2693,233503,1,948,109
Canada,2021-02-20,0,2067,3,1,1,0,100,37914,3,26,2
India,2021-01-24,7,2687,2,1,0,0,4,51189,2,0,0
United States,2021-01-21,79,12384,1,1,1,0,2276,233503,1,784,95
United Kingdom,2020-12-14,5,859,4,1,0,0,1,15748,4,1,0
United States,2020-12-06,67,12384,1,1,1,0,2194,233503,1,675,78
Spain,2020-11-08,1,536,6,1,0,0,1,9491,7,0,0
Taiwan,2020-12-12,0,500,7,3,1,1,6,9189,9,0,0
France,2021-01-12,8,553,5,1,1,0,95,9520,6,29,1
United States,2021-01-13,94,12384,1,1,1,0,2310,233503,1,773,76
Spain,2020-12-21,2,536,6,1,0,0,3,9491,7,0,0
United Kingdom,2021-01-03,0,859,4,1,0,1,7,15748,4,0,0
Germany,2021-01-08,3,490,8,1,1,1,4,9483,8,4,1
United States,2021-01-13,2,12384,1,1,0,1,4,233503,1,1,0
India,2021-02-05,0,2687,2,1,1,1,43,51189,2,26,2
India,2020-12-20,5,2687,2,1,0,0,8,51189,2,5,0
United States,2020-12-16,3,12384,1,1,0,1,4,233503,1,2,0
Italy,2021-02-02,0,386,9,1,1,1,4,7897,11,0,0
Italy,2020-12-14,2,386,9,1,1,1,16,7897,11,2,0
China,2021-02-10,0,490,8,1,1,1,3,10181,5,0,0
United States,2021-02-06,0,12384,1,1,1,1,144,233503,1,42,0
Canada,2020-11-19,8,2067,3,1,0,0,9,37914,3,4,0
Spain,2020-11-01,1,536,6,1,0,0,0,9491,7,0,0
China,2020-12-16,2,490,8,1,0,1,0,10181,5,0,0
United States,2020-12-08,3,12384,1,7,1,1,0,233503,1,0,0
Germany,2020-12-08,4,490,8,1,1,0,99,9483,8,30,3
United States,2021-02-20,0,12384,1,1,1,0,415,233503,1,159,8
France,2020-11-17,1,553,5,1,1,0,26,9520,6,9,1
United States,2020-12-27,1,12384,1,7,1,1,4,233503,1,0,0
Italy,2021-01-11,3,386,9,1,0,0,0,7897,11,0,0
Taiwan,2020-11-01,2,500,7,1,1,1,0,9189,9,0,0
China,2020-11-04,1,490,8,1,0,1,0,10181,5,0,0
Germany,2020-12-29,1,490,8,1,1,1,7,9483,8,5,0
Spain,2020-12-06,1,536,6,7,1,0,0,9491,7,0,0
India,2020-12-01,7,2687,2,1,1,1,35,51189,2,23,1
United States,2020-12-04,45,12384,1,1,0,0,33,233503,1,10,0
Taiwan,2020-11-30,3,500,7,1,1,1,7,9189,9,7,1
United States,2021-02-03,0,12384,1,7,1,0,3,233503,1,3,3
France,2020-11-16,2,553,5,1,1,0,26,9520,6,7,0
India,2021-01-12,1,2687,2,1,0,1,6,51189,2,5,0
United States,2021-01-29,0,12384,1,1,1,1,216,233503,1,115,13
Taiwan,2020-11-30,0,500,7,7,1,0,2,9189,9,0,0
United Kingdom,2020-11-15,2,859,4,1,1,0,52,15748,4,13,1
Singapore,2021-01-31,0,375,10,2,1,0,1,8899,10,0,0
Germany,2020-12-05,5,490,8,1,1,0,63,9483,8,17,2
India,2020-12-14,27,2687,2,1,1,0,580,51189,2,190,23
United States,2021-02-13,0,12384,1,1,1,1,49,233503,1,15,2
Germany,2020-12-01,0,490,8,1,1,1,3,9483,8,3,1
United States,2021-02-19,0,12384,1,1,1,1,30,233503,1,8,0
Germany,2020-11-17,1,490,8,1,1,1,0,9483,8,0,0
Canada,2021-01-07,0,2067,3,3,1,0,10,37914,3,7,0
India,2021-02-01,0,2687,2,3,1,0,2,51189,2,0,0
United States,2021-01-20,86,12384,1,1,1,0,2256,233503,1,747,80
China,2021-01-27,3,490,8,1,1,0,137,10181,5,53,8
Spain,2021-02-01,0,536,6,1,1,1,3,9491,7,3,0
Taiwan,2021-02-23,0,500,7,1,1,0,18,9189,9,7,0
India,2020-12-24,12,2687,2,1,1,0,582,51189,2,187,15
Germany,2020-12-14,2,490,8,1,1,1,7,9483,8,2,1
Taiwan,2021-02-14,0,500,7,1,1,0,50,9189,9,23,2
United States,2020-12-23,0,12384,1,7,1,0,16,233503,1,6,3
Italy,2021-02-09,0,386,9,3,1,0,5,7897,11,4,2
Canada,2020-12-06,8,2067,3,1,0,0,5,37914,3,2,0
Spain,2021-01-25,0,536,6,7,1,0,3,9491,7,0,0
Spain,2020-12-06,0,536,6,1,1,1,7,9491,7,2,0
United States,2021-02-24,0,12384,1,1,1,1,8,233503,1,1,0
Italy,2020-11-16,1,386,9,1,0,0,1,7897,11,0,0
China,2021-01-03,2,490,8,1,1,0,129,10181,5,36,4
United States,2020-11-18,91,12384,1,1,1,0,1266,233503,1,478,68
United States,2021-01-12,99,12384,1,1,1,0,2384,233503,1,751,63
Canada,2021-01-24,0,2067,3,7,1,0,1,37914,3,0,0
India,2021-01-22,1,2687,2,1,0,1,5,51189,2,5,0
France,2020-11-22,1,553,5,1,1,1,5,9520,6,4,0
India,2020-12-12,3,2687,2,1,1,1,56,51189,2,33,5
Germany,2021-01-28,0,490,8,1,1,1,5,9483,8,1,0
Spain,2021-01-13,1,536,6,1,1,0,86,9491,7,24,2
France,2020-12-15,1,553,5,1,0,1,5,9520,6,2,0
Spain,2020-11-26,2,536,6,1,1,0,123,9491,7,45,8
India,2020-11-09,18,2687,2,1,1,0,171,51189,2,82,17
United Kingdom,2021-01-17,1,859,4,1,1,1,7,15748,4,7,1
India,2020-11-20,0,2687,2,7,1,1,10,51189,2,5,1
Canada,2021-01-15,13,2067,3,1,0,0,9,37914,3,3,0
United Kingdom,2021-01-29,0,859,4,7,1,0,4,15748,4,4,0
Taiwan,2021-01-15,3,500,7,1,1,0,105,9189,9,18,1
Singapore,2020-11-16,1,375,10,1,1,0,39,8899,10,22,0
India,2020-11-27,13,2687,2,1,1,0,442,51189,2,132,16
India,2020-12-06,13,2687,2,1,1,0,506,51189,2,141,9
India,2021-02-09,0,2687,2,1,1,1,33,51189,2,12,0
India,2021-02-02,0,2687,2,1,1,1,44,51189,2,28,4
Italy,2020-12-19,1,386,9,1,0,0,3,7897,11,0,0
Germany,2021-02-16,0,490,8,1,1,0,52,9483,8,20,2
India,2020-12-10,8,2687,2,1,0,0,7,51189,2,3,0
Canada,2020-12-25,2,2067,3,1,1,1,43,37914,3,21,0
Singapore,2021-01-21,5,375,10,1,1,0,122,8899,10,45,6
Spain,2020-12-13,1,536,6,7,1,0,0,9491,7,0,0
United States,2020-12-30,11,12384,1,1,1,1,174,233503,1,106,6
Italy,2021-01-01,0,386,9,1,1,1,18,7897,11,4,1
Spain,2021-01-11,0,536,6,1,0,1,1,9491,7,0,0
China,2021-01-17,0,490,8,1,0,0,1,10181,5,0,0
Canada,2021-02-12,0,2067,3,1,1,1,3,37914,3,3,0
Singapore,2020-11-24,4,375,10,1,0,0,0,8899,10,0,0
United States,2021-02-08,0,12384,1,7,1,0,19,233503,1,7,2
China,2020-12-22,0,490,8,7,1,1,4,10181,5,4,0
United Kingdom,2020-12-09,5,859,4,1,1,0,181,15748,4,57,13
India,2021-02-09,0,2687,2,7,1,0,2,51189,2,0,0
United States,2020-11-14,0,12384,1,2,1,0,2,233503,1,0,0
Italy,2020-12-11,3,386,9,1,1,0,72,7897,11,19,0
Germany,2021-01-02,0,490,8,2,1,0,4,9483,8,4,0
Singapore,2021-01-05,2,375,10,1,0,0,4,8899,10,1,0
Singapore,2020-12-05,0,375,10,1,1,1,13,8899,10,0,0
United Kingdom,2021-01-25,8,859,4,1,1,0,184,15748,4,56,8
United States,2021-02-02,0,12384,1,1,0,0,3,233503,1,0,0
Canada,2021-02-10,0,2067,3,1,1,1,4,37914,3,4,0
Italy,2020-11-21,0,386,9,7,1,1,8,7897,11,0,0
Spain,2020-12-11,0,536,6,1,0,1,3,9491,7,0,0
Germany,2020-12-30,3,490,8,1,1,0,104,9483,8,33,6
India,2020-12-10,0,2687,2,3,1,0,2,51189,2,0,0
France,2021-01-13,0,553,5,3,1,0,6,9520,6,6,0
United Kingdom,2021-02-05,0,859,4,1,1,1,11,15748,4,7,2
United States,2021-01-21,22,12384,1,1,1,1,202,233503,1,114,5
Taiwan,2020-12-24,2,500,7,1,1,0,96,9189,9,25,1
United States,2020-12-30,3,12384,1,1,0,1,2,233503,1,1,0
Spain,2021-02-04,0,536,6,7,1,1,7,9491,7,7,0
France,2021-02-19,0,553,5,1,1,0,24,9520,6,18,0
United States,2020-12-27,0,12384,1,3,1,0,5,233503,1,0,0
Singapore,2021-01-30,0,375,10,1,0,0,1,8899,10,0,0
United States,2020-12-30,73,12384,1,1,1,0,2526,233503,1,855,80
India,2020-11-11,0,2687,2,7,1,0,2,51189,2,0,0
France,2020-12-14,5,553,5,1,1,0,90,9520,6,21,6
Germany,2020-12-20,0,490,8,1,1,1,12,9483,8,8,0
United States,2021-01-25,0,12384,1,3,1,1,4,233503,1,4,1
China,2020-12-28,4,490,8,1,1,0,120,10181,5,44,6
Taiwan,2021-01-25,0,500,7,1,0,0,2,9189,9,0,0
China,2021-02-18,0,490,8,1,1,0,25,10181,5,2,0
Singapore,2020-12-26,1,375,10,1,1,0,92,8899,10,18,2
Canada,2020-12-10,1,2067,3,1,0,1,0,37914,3,0,0
China,2020-12-31,2,490,8,1,0,0,0,10181,5,0,0
Singapore,2020-12-04,2,375,10,1,1,0,70,8899,10,7,0
Spain,2021-01-03,8,536,6,1,1,0,111,9491,7,29,1
Canada,2020-11-13,1,2067,3,1,1,1,6,37914,3,6,0
United States,2021-01-10,16,12384,1,1,1,1,162,233503,1,81,19
Canada,2020-12-18,0,2067,3,3,1,0,1,37914,3,1,0
Spain,2020-12-30,1,536,6,1,0,0,0,9491,7,0,0
France,2021-01-29,0,553,5,1,0,0,1,9520,6,0,0
China,2020-12-13,1,490,8,7,1,1,2,10181,5,2,0
Spain,2021-01-15,4,536,6,1,0,0,2,9491,7,1,0
Canada,2021-01-16,7,2067,3,1,1,0,314,37914,3,104,6
India,2020-11-13,15,2687,2,1,1,0,222,51189,2,98,16
China,2020-12-17,1,490,8,1,1,1,15,10181,5,14,4
France,2020-11-11,1,553,5,1,1,0,11,9520,6,3,0
United Kingdom,2021-02-15,0,859,4,1,1,0,42,15748,4,14,0
Germany,2021-01-08,8,490,8,1,1,0,135,9483,8,50,5
India,2020-11-30,22,2687,2,1,1,0,462,51189,2,149,19
United States,2021-01-23,67,12384,1,1,1,0,2344,233503,1,788,90
Italy,2021-01-06,1,386,9,1,0,1,1,7897,11,0,0
France,2021-01-01,0,553,5,1,0,0,1,9520,6,0,0
France,2020-11-22,2,553,5,1,1,0,51,9520,6,18,1
United States,2020-12-19,2,12384,1,1,0,1,4,233503,1,0,0
United Kingdom,2021-01-03,3,859,4,1,0,0,0,15748,4,0,0
Singapore,2020-12-19,0,375,10,7,1,1,6,8899,10,6,1
Taiwan,2020-11-01,5,500,7,1,1,0,0,9189,9,0,0
Singapore,2020-12-18,0,375,10,7,1,1,5,8899,10,5,0
United Kingdom,2021-01-04,1,859,4,1,0,1,8,15748,4,0,0
Germany,2020-12-21,1,490,8,1,1,1,14,9483,8,12,2
Spain,2021-01-19,1,536,6,1,1,1,9,9491,7,8,0
India,2021-01-06,32,2687,2,1,1,0,567,51189,2,223,14
United States,2020-11-22,0,12384,1,7,1,1,3,233503,1,3,1
United States,2020-11-18,0,12384,1,7,1,1,9,233503,1,9,2
United States,2021-02-16,0,12384,1,1,1,0,761,233503,1,301,19
Spain,2020-12-26,1,536,6,1,1,1,5,9491,7,2,0
India,2021-01-31,0,2687,2,3,1,0,1,51189,2,1,0
Canada,2021-02-09,0,2067,3,1,1,0,218,37914,3,51,4
Germany,2020-11-04,2,490,8,1,0,0,1,9483,8,1,0
France,2020-12-24,1,553,5,1,1,1,22,9520,6,15,0
Canada,2020-11-13,12,2067,3,1,1,0,146,37914,3,62,5
Italy,2020-12-26,1,386,9,1,1,0,77,7897,11,33,2
United Kingdom,2021-01-10,2,859,4,1,0,0,0,15748,4,0,0
Taiwan,2020-11-27,1,500,7,1,1,1,0,9189,9,0,0
Spain,2021-01-18,6,536,6,1,0,0,4,9491,7,0,0
Germany,2020-12-17,3,490,8,1,0,0,4,9483,8,2,0
United Kingdom,2021-02-04,0,859,4,1,1,0,150,15748,4,60,6
United States,2020-11-14,0,12384,1,7,1,0,14,233503,1,9,0
United Kingdom,2020-11-14,2,859,4,1,1,0,47,15748,4,14,1
United Kingdom,2020-12-28,2,859,4,1,1,0,163,15748,4,39,7
China,2020-11-11,4,490,8,1,1,0,14,10181,5,14,1
Germany,2020-11-09,1,490,8,1,0,0,0,9483,8,0,0
Germany,2021-01-11,1,490,8,1,0,0,1,9483,8,1,0
India,2021-01-15,1,2687,2,1,1,1,37,51189,2,17,3
Singapore,2020-12-18,2,375,10,1,1,1,2,8899,10,2,0
France,2021-01-18,1,553,5,1,1,0,116,9520,6,40,3
Taiwan,2021-01-05,2,500,7,1,0,0,1,9189,9,0,0
Canada,2021-02-10,0,2067,3,1,0,0,5,37914,3,0,0
France,2020-11-21,1,553,5,1,1,0,43,9520,6,18,0
India,2020-12-03,2,2687,2,1,0,1,1,51189,2,0,0
Taiwan,2020-12-09,4,500,7,1,1,0,126,9189,9,50,9
United Kingdom,2021-01-07,13,859,4,1,1,0,149,15748,4,50,9
France,2020-12-07,3,553,5,1,1,1,12,9520,6,2,1
Canada,2020-12-12,11,2067,3,1,0,0,7,37914,3,0,0
Italy,2021-02-03,0,386,9,1,1,0,63,7897,11,16,0
Canada,2020-11-23,0,2067,3,1,0,1,3,37914,3,3,0
Canada,2021-01-05,0,2067,3,7,1,0,5,37914,3,0,0
United States,2020-11-15,0,12384,1,7,1,1,8,233503,1,8,1
India,2020-12-02,0,2687,2,1,0,1,7,51189,2,1,1
United Kingdom,2020-12-07,2,859,4,1,0,1,0,15748,4,0,0
United States,2020-11-08,45,12384,1,1,1,0,576,233503,1,227,24
China,2021-01-20,1,490,8,1,1,1,6,10181,5,2,2
China,2021-01-30,0,490,8,1,1,1,3,10181,5,1,0
India,2021-02-07,0,2687,2,3,1,0,2,51189,2,1,0
Canada,2021-01-14,10,2067,3,1,0,0,3,37914,3,0,0
Singapore,2021-01-27,1,375,10,1,0,1,0,8899,10,0,0
Italy,2020-12-13,2,386,9,1,1,1,21,7897,11,6,0
Canada,2020-12-25,0,2067,3,7,1,0,9,37914,3,6,0
Spain,2020-12-14,3,536,6,1,1,0,83,9491,7,16,1
Canada,2021-02-24,0,2067,3,1,1,0,16,37914,3,0,0
Italy,2021-02-16,0,386,9,3,1,0,6,7897,11,0,0
Taiwan,2020-11-19,3,500,7,1,0,0,3,9189,9,0,0
United States,2021-01-04,3,12384,1,1,0,1,4,233503,1,0,0
United States,2021-01-28,0,12384,1,1,1,0,2385,233503,1,827,85
United Kingdom,2021-01-09,0,859,4,7,1,0,6,15748,4,2,0
Taiwan,2021-01-04,1,500,7,1,1,1,0,9189,9,0,0
China,2020-12-25,0,490,8,1,0,1,1,10181,5,0,0
Italy,2021-01-29,0,386,9,3,1,0,6,7897,11,5,1
Canada,2021-02-14,0,2067,3,7,1,0,5,37914,3,0,0
Canada,2020-12-25,8,2067,3,1,1,0,413,37914,3,137,10
Italy,2020-12-08,1,386,9,1,1,1,6,7897,11,3,1
China,2020-12-04,2,490,8,1,1,1,12,10181,5,12,2
Spain,2021-02-07,0,536,6,1,1,0,63,9491,7,8,1
China,2021-02-11,0,490,8,1,1,0,54,10181,5,20,1
China,2020-12-05,1,490,8,1,1,1,16,10181,5,12,2
India,2020-11-16,4,2687,2,1,0,0,4,51189,2,2,0
United States,2021-02-08,0,12384,1,7,1,1,3,233503,1,0,0
Spain,2020-12-03,8,536,6,1,1,0,124,9491,7,39,6
United States,2020-11-08,18,12384,1,1,0,0,17,233503,1,5,0
India,2021-01-21,0,2687,2,3,1,0,6,51189,2,3,0
United Kingdom,2020-12-12,3,859,4,1,0,0,1,15748,4,0,0
Canada,2021-01-10,4,2067,3,1,1,1,47,37914,3,36,5
France,2021-01-08,4,553,5,1,0,0,0,9520,6,0,0
United States,2021-01-25,0,12384,1,7,1,1,5,233503,1,0,0
France,2020-12-08,6,553,5,1,1,0,76,9520,6,31,0
Germany,2020-12-11,2,490,8,1,1,1,3,9483,8,2,1
United States,2021-01-01,1,12384,1,7,1,1,0,233503,1,0,0
France,2020-11-21,1,553,5,1,1,1,5,9520,6,5,0
Spain,2020-12-05,1,536,6,1,0,0,0,9491,7,0,0
France,2020-11-20,0,553,5,7,1,1,4,9520,6,4,0
India,2020-11-06,3,2687,2,1,1,1,6,51189,2,5,1
Italy,2020-11-21,1,386,9,1,1,1,0,7897,11,0,0
Taiwan,2021-01-02,1,500,7,1,0,0,0,9189,9,0,0
France,2021-01-10,1,553,5,1,0,0,1,9520,6,0,0
India,2020-12-27,0,2687,2,7,1,0,12,51189,2,10,2
United States,2021-02-02,0,12384,1,1,1,0,2088,233503,1,685,45
United States,2021-01-30,0,12384,1,3,1,0,3,233503,1,3,3
India,2021-02-03,0,2687,2,1,1,1,51,51189,2,25,2
United States,2020-11-02,20,12384,1,1,1,1,37,233503,1,28,9
United States,2020-12-16,38,12384,1,1,1,1,253,233503,1,136,23
Canada,2021-02-10,0,2067,3,7,1,0,4,37914,3,0,0
Italy,2021-01-16,2,386,9,1,1,0,82,7897,11,31,1
Singapore,2021-01-19,1,375,10,1,0,0,2,8899,10,0,0
United States,2021-01-10,1,12384,1,7,1,0,26,233503,1,10,1
Canada,2021-01-17,14,2067,3,1,1,0,316,37914,3,119,11
China,2020-12-22,3,490,8,1,0,0,4,10181,5,3,0
United States,2021-02-17,0,12384,1,7,1,1,6,233503,1,3,0
Italy,2021-01-06,2,386,9,1,0,0,1,7897,11,0,0
Germany,2020-12-15,3,490,8,1,1,0,115,9483,8,35,3
United States,2021-01-27,0,12384,1,7,1,0,10,233503,1,9,2
China,2020-12-19,1,490,8,1,0,1,0,10181,5,0,0
Germany,2020-11-15,2,490,8,1,1,0,42,9483,8,21,2
China,2020-12-07,0,490,8,7,1,1,6,10181,5,6,1
Italy,2021-01-20,3,386,9,1,1,0,66,7897,11,26,3
Italy,2021-01-25,1,386,9,1,1,1,5,7897,11,5,0
Italy,2020-11-17,2,386,9,1,0,0,0,7897,11,0,0
Germany,2020-12-04,0,490,8,1,0,1,2,9483,8,0,0
China,2020-12-11,4,490,8,1,1,0,96,10181,5,47,5
United States,2020-12-20,2,12384,1,1,0,1,2,233503,1,0,0
Canada,2020-12-19,5,2067,3,1,0,0,4,37914,3,4,0
Taiwan,2021-01-22,4,500,7,1,0,0,5,9189,9,0,0
Canada,2021-01-19,0,2067,3,3,1,0,3,37914,3,3,1
United States,2021-02-02,0,12384,1,1,0,1,6,233503,1,5,1
United States,2020-12-21,0,12384,1,3,1,0,9,233503,1,2,0
Italy,2020-12-28,0,386,9,1,1,0,75,7897,11,33,1
Canada,2020-12-25,0,2067,3,3,1,0,13,37914,3,12,1
United States,2020-11-08,0,12384,1,7,1,1,3,233503,1,3,0
Italy,2020-11-18,0,386,9,7,1,1,6,7897,11,0,0
Taiwan,2021-01-01,1,500,7,1,0,0,0,9189,9,0,0
India,2021-01-26,8,2687,2,1,0,0,2,51189,2,1,0
United States,2021-01-16,0,12384,1,7,1,0,22,233503,1,12,0
United Kingdom,2020-11-06,1,859,4,1,1,1,5,15748,4,5,1
India,2020-12-08,19,2687,2,1,0,0,8,51189,2,4,0
United States,2021-01-10,50,12384,1,1,1,0,2359,233503,1,773,72
India,2021-01-24,4,2687,2,1,1,1,44,51189,2,30,2
Canada,2021-01-28,0,2067,3,1,1,1,35,37914,3,21,3
Taiwan,2020-11-08,2,500,7,1,0,0,0,9189,9,0,0
Singapore,2020-12-28,3,375,10,1,1,0,92,8899,10,18,0
Singapore,2021-01-19,4,375,10,1,1,0,113,8899,10,49,1
China,2020-11-24,3,490,8,1,1,0,64,10181,5,27,2
United Kingdom,2021-01-12,5,859,4,1,0,0,0,15748,4,0,0
Taiwan,2020-12-29,5,500,7,1,1,0,79,9189,9,36,4
United States,2020-11-05,2,12384,1,1,0,1,2,233503,1,0,0
France,2020-12-30,1,553,5,1,0,1,0,9520,6,0,0
India,2021-01-27,6,2687,2,1,0,0,12,51189,2,2,0
Spain,2021-02-09,0,536,6,1,1,0,45,9491,7,9,1
Italy,2021-02-12,0,386,9,7,1,1,5,7897,11,0,0
United States,2020-11-24,0,12384,1,3,1,1,7,233503,1,4,0
Italy,2020-12-09,2,386,9,1,0,0,2,7897,11,1,0
United States,2020-12-06,0,12384,1,3,1,0,12,233503,1,6,3
Singapore,2021-01-01,2,375,10,1,1,0,92,8899,10,17,1
China,2021-02-10,0,490,8,1,1,0,63,10181,5,26,2
Italy,2021-01-19,1,386,9,1,0,0,0,7897,11,0,0
China,2020-11-30,2,490,8,1,1,1,8,10181,5,1,0
United States,2021-02-14,0,12384,1,1,1,0,875,233503,1,330,26
France,2021-02-13,0,553,5,1,1,0,36,9520,6,18,3
United States,2021-01-15,2,12384,1,7,1,1,5,233503,1,3,0
France,2020-12-22,1,553,5,1,1,1,22,9520,6,8,2
United Kingdom,2020-11-05,4,859,4,1,0,0,0,15748,4,0,0
India,2020-12-30,17,2687,2,1,1,0,600,51189,2,213,26
Spain,2020-11-19,3,536,6,1,1,1,0,9491,7,0,0
France,2021-02-22,0,553,5,1,1,0,16,9520,6,12,1
Canada,2020-12-17,4,2067,3,1,1,1,55,37914,3,36,2
United States,2020-11-26,17,12384,1,1,1,1,174,233503,1,99,9
Italy,2021-02-19,0,386,9,1,1,0,15,7897,11,10,0
Spain,2021-01-22,1,536,6,7,1,0,1,9491,7,1,1
China,2021-01-18,3,490,8,1,1,0,94,10181,5,42,6
Canada,2020-12-23,2,2067,3,1,1,1,40,37914,3,21,4
India,2021-01-08,1,2687,2,1,0,1,5,51189,2,4,0
China,2020-11-24,2,490,8,1,0,0,2,10181,5,0,0
Spain,2020-11-06,1,536,6,1,1,1,0,9491,7,0,0
India,2021-01-08,1,2687,2,7,1,1,0,51189,2,0,0
Canada,2020-12-27,1,2067,3,1,1,1,35,37914,3,20,3
India,2020-12-02,0,2687,2,3,1,0,3,51189,2,0,0
United Kingdom,2020-11-12,0,859,4,1,1,1,10,15748,4,9,0
United Kingdom,2021-01-03,0,859,4,1,1,1,9,15748,4,1,0
Taiwan,2021-02-07,0,500,7,1,1,0,35,9189,9,23,2
India,2021-01-24,11,2687,2,1,1,0,455,51189,2,183,18
Canada,2020-11-15,4,2067,3,1,1,0,168,37914,3,55,9
Taiwan,2020-11-05,3,500,7,1,1,0,19,9189,9,3,0
France,2020-11-25,2,553,5,1,1,1,3,9520,6,3,0
Spain,2020-12-10,0,536,6,1,0,1,3,9491,7,3,0
Singapore,2021-02-03,0,375,10,1,1,0,78,8899,10,27,1
India,2020-11-09,4,2687,2,1,1,1,22,51189,2,10,1
United States,2020-12-03,25,12384,1,1,1,1,210,233503,1,120,18
Canada,2020-11-10,0,2067,3,1,0,1,1,37914,3,0,0
Singapore,2020-12-14,1,375,10,1,0,0,1,8899,10,0,0
France,2021-02-09,0,553,5,1,1,0,71,9520,6,26,3
United States,2020-11-02,3,12384,1,1,0,1,3,233503,1,0,0
India,2021-02-15,0,2687,2,1,1,1,14,51189,2,1,0
Canada,2020-11-11,9,2067,3,1,1,0,100,37914,3,25,6
United States,2020-12-29,54,12384,1,1,1,0,2560,233503,1,843,80
United States,2021-02-18,0,12384,1,1,1,0,574,233503,1,219,14
India,2021-01-07,15,2687,2,1,1,0,548,51189,2,208,19
Canada,2020-11-25,10,2067,3,1,0,0,0,37914,3,0,0
Italy,2021-02-07,0,386,9,3,1,0,6,7897,11,6,1
Singapore,2020-12-17,3,375,10,1,1,0,73,8899,10,13,1
Singapore,2020-11-09,2,375,10,1,0,0,1,8899,10,0,0
China,2021-02-05,0,490,8,1,1,0,97,10181,5,33,4
Spain,2020-12-24,2,536,6,1,1,0,106,9491,7,35,2
United Kingdom,2020-12-13,9,859,4,1,1,0,187,15748,4,68,8
Singapore,2021-02-01,0,375,10,1,1,0,91,8899,10,31,2
Germany,2020-11-28,1,490,8,1,1,1,12,9483,8,4,2
Spain,2020-12-21,4,536,6,1,1,0,128,9491,7,40,7
China,2021-01-17,0,490,8,1,1,0,108,10181,5,47,5
China,2020-11-02,1,490,8,1,1,1,0,10181,5,0,0
Germany,2020-11-21,1,490,8,1,1,0,69,9483,8,26,1
Taiwan,2021-02-18,0,500,7,1,1,0,49,9189,9,24,2
Spain,2020-12-05,0,536,6,1,0,1,3,9491,7,1,0
China,2021-02-11,0,490,8,1,1,1,3,10181,5,1,0
China,2020-12-31,1,490,8,1,1,1,9,10181,5,8,1
China,2021-01-08,0,490,8,1,1,1,3,10181,5,0,0
China,2020-11-09,2,490,8,1,1,1,2,10181,5,2,0
India,2020-12-21,10,2687,2,1,0,0,15,51189,2,6,0
Taiwan,2020-12-06,0,500,7,1,1,0,105,9189,9,41,4
United States,2021-01-05,90,12384,1,1,1,0,2498,233503,1,801,100
China,2020-11-01,2,490,8,1,1,0,3,10181,5,0,0
Canada,2020-12-17,9,2067,3,1,0,0,12,37914,3,8,0
India,2021-02-14,0,2687,2,1,0,1,3,51189,2,0,0
Spain,2020-12-25,2,536,6,1,0,0,0,9491,7,0,0
Italy,2021-01-29,0,386,9,1,1,0,56,7897,11,23,2
